name,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3,knockdown_4
Ip6k3,2,0,0,0,1,0,0
Lemd2,296,275,338,320,195,496,348
Gm34736,0,0,0,0,0,1,1
9630028I04Rik,0,0,0,0,0,0,0
Mir7214,0,0,0,0,0,0,0
Gm10505,0,0,0,1,1,0,0
Mir7216,0,0,0,0,0,0,0
Mir7217,0,0,0,0,0,0,0
Mir7218,0,0,0,0,0,0,0
Gm35007,0,0,0,0,0,0,0
Grm4,0,0,1,0,0,0,0
Hmga1,5,8,1,12,6,11,14
Smim29,226,120,257,248,170,295,185
Nudt3,264,220,350,230,201,340,299
Rps10,10351,7748,13167,10314,7426,15779,12134
Gm15420,0,1,0,0,1,1,3
Pacsin1,2,5,1,5,12,11,9
Spdef,1,0,1,1,0,6,0
Ilrun,392,348,486,351,256,564,381
Snrpc,108,100,142,131,77,284,134
Bltp3a,46,47,47,33,35,74,58
Taf11,152,74,142,91,66,138,81
Anks1,111,46,82,59,55,98,76
Gm35290,13,9,12,9,14,8,6
Tcp11,2,2,0,0,2,3,1
Scube3,16,14,7,22,25,37,36
Zfp523,96,77,125,93,59,128,98
Def6,72,56,84,37,30,68,60
Ppard,175,184,179,181,117,369,229
1810013A23Rik,0,0,0,0,0,0,0
Fance,122,101,135,122,77,164,138
Rpl10a,3104,1811,3871,2672,2642,3997,3243
Tead3,436,389,514,323,222,542,397
Tulp1,58,26,51,27,30,59,43
Fkbp5,249,185,253,156,159,234,198
Gm22146,0,0,0,1,0,2,0
E230001N04Rik,3,0,0,0,1,1,3
Gm41506,0,2,0,0,0,0,0
Armc12,0,0,0,0,0,0,0
Clpsl2,0,0,0,0,0,1,0
Clps,5,15,64,9,4,14,4
Mir6969,0,0,0,0,0,0,0
Lhfpl5,0,0,2,0,1,0,0
Srpk1,196,138,181,181,153,331,213
Slc26a8,4,1,6,0,1,8,0
Mapk14,278,183,315,232,155,357,235
Mapk13,65,14,10,61,39,92,65
Brpf3,78,78,110,103,57,143,108
Gm35883,0,0,0,3,1,1,2
Pnpla1,3,3,7,2,0,2,1
Bnip5,7,6,16,3,4,2,3
1700030A11Rik,0,0,0,0,0,0,0
Gm16191,0,0,0,0,0,0,0
Pxt1,0,0,0,0,0,0,0
Kctd20,195,130,218,159,97,239,167
Stk38,279,218,315,350,169,427,344
Gm23887,0,0,0,0,0,0,0
Gm16196,1,0,0,0,0,0,0
Srsf3,610,384,860,629,293,949,776
Gm41556,93,86,146,49,54,65,51
Trp53cor1,2,0,2,1,3,5,0
Cdkn1a,2498,1718,2083,1707,1230,4433,2067
Rab44,0,0,1,2,0,1,0
Cpne5,4,5,0,8,6,11,5
Gm41557,0,0,0,0,0,0,0
Ppil1,107,80,104,104,53,178,134
BC004004,884,708,1121,790,497,1452,943
Gm53222,2,3,2,3,2,1,4
Pi16,4174,2602,5735,1331,887,2982,1654
Gm46603,0,0,0,1,0,1,0
Mtch1,1984,1482,2569,2062,956,2580,2212
Fgd2,2,2,0,1,0,2,2
Gm36486,1,0,0,0,0,1,1
Gm36199,11,4,28,15,19,4,9
Gm26885,14,12,20,18,17,22,12
Pim1,1411,742,1095,883,724,1874,893
Tmem217b,1,0,0,0,0,1,0
Tmem217,0,0,0,1,0,0,0
Tbc1d22b,51,62,64,59,34,97,76
Tbc1d22bos,0,0,0,0,0,0,0
Mir7667,0,0,0,0,0,0,0
Gm28043,0,0,0,0,0,0,0
Rnf8,64,41,52,47,44,73,50
Gm20161,0,0,0,0,1,1,1
Cmtr1,0,1,0,0,0,2,0
Ccdc167,0,8,2,5,1,3,7
Mdga1,107,175,112,149,113,238,173
Gm41559,0,0,0,1,1,3,3
Gm22327,0,0,0,0,0,0,0
Zfand3,695,551,753,547,378,1105,708
Gm53994,4,2,1,0,2,0,3
Btbd9,218,129,187,151,113,255,208
Gm25049,0,0,0,0,0,0,0
Gm6402,20,16,49,20,10,47,45
Glo1,312,132,306,236,161,318,291
Gm8373,2,1,0,5,2,5,0
1700097N02Rik,0,0,0,0,0,0,0
Dnah8,12,3,16,8,3,8,7
Gm24661,0,0,0,0,0,0,0
Gm41561,0,0,0,0,0,0,0
Glp1r,0,0,0,0,0,0,0
Gm41562,0,0,0,0,0,0,0
Umodl1,0,0,0,0,0,0,0
Abcg1,23,12,70,10,7,8,11
Tff3,0,0,0,0,0,0,1
Tff2,0,2,10,0,0,0,0
Gm15318,0,0,0,0,0,0,0
Tff1,0,0,0,1,0,0,0
Tmprss3,0,0,0,0,0,0,0
Ubash3a,1,0,0,0,0,2,0
Rsph1,15,13,13,10,10,18,6
Slc37a1,5,2,4,8,9,5,7
Gm30139,0,0,0,0,1,1,0
Pde9a,0,1,2,5,2,1,5
Gm9902,0,0,0,0,0,0,0
Wdr4,102,107,110,91,87,106,96
Ndufv3,1239,849,1587,1140,844,2168,1154
Gm50105,1,0,2,1,0,1,1
Pknox1,199,149,208,183,167,299,242
Cbs,10,9,6,13,2,9,6
U2af1,85,89,99,140,86,228,160
Cryaa,30,26,35,61,42,133,77
Gm30187,0,0,0,0,0,0,0
Gm30255,0,0,0,0,0,0,0
Gm30316,2,3,0,0,0,1,0
Gm41563,0,0,0,0,0,0,0
Gm41564,0,1,0,0,0,2,0
Sik1,222,153,228,145,129,241,133
Gm41565,0,1,0,0,0,0,0
Gm30509,0,0,0,0,1,1,0
Gm41566,0,0,0,0,0,0,0
2310015A16Rik,0,1,1,0,0,0,0
Gm30571,0,0,0,0,0,0,0
Hsf2bp,2,2,2,1,0,2,3
Rrp1b,51,64,63,111,64,110,128
Pdxk-ps,0,1,1,5,0,4,1
Gm30729,1,0,0,0,0,0,0
Gm38585,17,31,31,14,13,52,13
Notch3,59,79,97,144,90,170,165
Gm41568,8,5,8,2,1,8,3
Ephx3,2,2,3,6,3,1,1
Brd4,724,546,682,712,624,820,717
Gm4432,0,0,0,1,0,0,1
Akap8,108,75,164,134,68,166,127
Akap8l,278,174,264,172,259,310,205
Wiz,180,145,162,107,108,197,179
Gm53995,0,0,0,0,0,0,0
Rasal3,1,0,0,0,0,3,1
A530088E08Rik,0,0,0,0,0,0,0
Gm41569,0,0,0,0,0,1,0
Pglyrp2,1,1,0,2,0,0,0
Cyp4f39,0,0,0,0,0,0,0
Cyp4f17,43,16,54,33,23,36,33
Cyp4f16,112,122,144,153,99,172,179
Gm41570,2,2,2,0,0,2,0
Gm8497,0,0,0,0,0,0,0
Cyp4f37,0,0,0,0,0,1,0
Cyp4f40,0,0,0,0,0,0,0
Cyp4f15,0,0,0,0,0,0,0
Gm53996,0,0,0,0,0,0,0
Zfp871,88,45,79,69,45,115,139
Gm17115,0,0,1,1,0,2,0
Zfp811,20,10,25,9,12,13,14
Gm23294,0,0,0,0,0,0,0
Zfp799,9,6,10,15,6,13,9
Gm7059,3,9,85,3,1,148,30
Gm50050,0,0,0,0,0,0,0
Zfp870,11,7,19,3,12,9,5
Cyp4f14,4,2,4,1,2,9,5
Cyp4f13,124,63,107,108,90,178,126
Cyp4f41-ps,1,3,4,3,3,1,2
Zfp472,0,2,3,6,6,7,4
Zfp952,25,21,29,18,15,34,18
Zfp763,0,1,5,1,0,1,2
Phf8l,0,0,0,0,0,0,0
Zfp563,5,7,10,12,6,16,3
Morc2b,0,0,2,0,0,0,0
Gm52288,0,0,0,0,0,0,0
Gm21062,0,0,0,0,0,0,0
Or10h1b,0,0,0,0,0,0,0
Or10h1,0,0,0,0,0,0,0
Or10h5,0,0,0,0,0,0,0
Zfp955a,0,0,3,0,2,3,2
Or10h28,0,0,0,0,0,0,0
Zfp955b,26,13,31,17,20,21,29
Zfp81,6,4,19,5,1,8,11
Zfp101,3,0,6,6,2,15,9
Actl9,0,0,0,1,0,1,1
Nfilz,0,0,0,0,0,0,0
Adamts10,526,423,645,440,327,686,439
Myo1f,4,3,2,0,2,3,0
Zfp414,298,232,250,290,182,439,302
Pram1,4,2,16,2,3,4,4
Hnrnpm,495,531,540,774,425,904,667
Marchf2,440,241,495,269,131,503,243
Rab11b,776,596,865,767,385,1484,801
Rab11bos1,50,27,60,57,27,88,35
Angptl4,1625,1553,1687,2471,1971,2729,2265
Gm53997,1,0,1,2,2,4,2
Kank3,37,13,35,20,23,39,17
Rps28,3425,3248,7143,4802,3889,8162,5331
Ndufa7,1400,1309,1746,1448,918,2650,1707
Cd320,279,271,343,224,82,443,298
Gm52316,0,1,0,0,1,0,0
LOC118568329,0,0,0,0,0,0,0
Kifc1,31,51,24,45,19,91,55
Mir6967-2,0,0,0,0,0,0,0
Smim40,0,0,0,0,0,2,0
BC051226,40,18,33,13,14,29,29
Daxx,207,129,199,121,82,252,146
Zbtb22,93,63,80,54,47,94,65
Gm19412,22,19,5,10,5,19,15
Tapbp,2884,1864,2764,1233,1296,3763,1413
Rgl2,267,158,227,220,200,312,208
Pfdn6,456,497,636,532,376,844,650
Wdr46,86,59,68,91,42,148,122
B3galt4,35,15,21,19,22,42,19
Rps18,10291,6489,13421,10516,7558,15340,10496
Vps52,249,216,215,213,111,371,224
Gm23111,0,1,0,0,0,0,0
H2-K2,21,6,19,7,14,20,15
Gm53998,0,0,0,0,0,0,0
AA388235,14,8,12,6,3,10,5
H2-K1,9862,3050,6984,2216,2272,8377,3042
Gm53999,8,3,11,2,5,5,3
Ring1,132,84,146,81,72,174,108
Mir219a-1,0,0,2,0,0,0,0
Mir219c,0,0,0,0,0,0,0
Hsd17b8,150,101,128,125,73,204,155
Slc39a7,924,822,1012,816,544,1279,1041
Rxrb,193,173,250,191,146,349,307
Col11a2,20,12,10,19,15,23,6
BC051537,3,0,1,1,0,1,1
H2-Oa,0,0,0,0,0,0,0
Brd2,1569,1052,1535,855,935,1363,895
H2-DMa,151,55,50,61,81,227,83
H2-DMb2,1,1,0,1,1,2,2
H2-DMb1,193,114,123,192,138,505,208
Psmb9,345,155,290,105,132,330,108
Tap1,449,328,354,169,205,649,253
Psmb8,1310,788,1077,646,561,1920,904
Tap2,394,257,359,166,180,370,198
H2-Ob,0,0,1,0,0,0,0
Gm20506,0,0,1,0,1,2,1
H2-Ab1,1934,430,565,953,736,2136,1054
H2-Aa,1663,244,413,355,565,1611,551
H2-Eb1,1185,203,300,315,445,1063,369
H2-Eb2,1,0,0,0,2,0,0
H2-Ea,0,0,0,0,0,0,0
Btnl2,0,0,1,0,0,0,0
Btnl1,3,0,0,0,0,1,1
Gm15321,0,0,0,0,0,0,1
Tsbp1,54,14,17,16,23,42,15
Btnl4,0,0,0,0,0,0,0
Btnl5-ps,0,0,0,0,0,0,0
Gm15331,0,0,0,0,0,0,0
Btnl6,0,0,0,0,0,0,0
Gm31560,0,0,0,0,0,1,0
Notch4,25,27,40,33,12,48,24
Gpsm3,344,163,353,127,147,275,161
Pbx2,187,150,235,169,161,261,182
Ager,41,20,32,24,21,53,28
Rnf5,329,200,367,231,164,515,284
Agpat1,14,26,26,25,4,15,21
Egfl8,5,3,10,6,0,2,1
Ppt2,263,183,268,204,129,356,276
2610029K11Rik,19,10,15,15,5,27,11
Prrt1,84,34,65,24,16,67,22
Fkbpl,56,41,38,29,39,42,49
Atf6b,239,202,267,208,99,304,207
Tnxb,5243,3542,5356,780,798,3349,1007
Gm24389,0,0,0,0,0,0,0
C4b,12346,5976,10588,1667,1981,5535,2215
Cyp21a1,5,6,9,3,0,14,1
C4a,57,34,43,12,17,31,13
Stk19,259,195,272,178,162,282,180
Dxo,205,130,239,158,110,407,148
Skic2,413,362,401,283,246,486,395
Mir6971,0,0,0,0,0,0,0
Mir6970,0,0,0,0,0,0,0
Nelfe,301,207,304,239,143,408,316
Cfb,11192,10652,10277,4649,4314,17655,6158
Mir6972,0,0,0,0,0,0,0
C2,3170,1779,2337,874,902,2499,1205
Gm40706,1,2,2,3,0,4,3
Zbtb12,40,41,30,47,45,37,40
Ehmt2,678,526,610,507,388,816,529
Slc44a4,0,1,1,1,1,2,4
Neu1,231,115,198,128,127,256,128
1110038B12Rik,319,319,481,588,366,826,657
Snord52,0,0,0,0,1,0,3
Gm25744,0,0,0,0,0,0,0
Hspa1b,650,535,976,1073,1268,764,1609
Hspa1a,1177,1104,1864,1996,2135,1569,2693
Hspa1l,5,8,4,6,7,5,3
Lsm2,118,120,160,150,73,283,165
D17H6S56E-5,341,622,311,550,294,736,724
Vars1,264,312,262,278,236,382,366
Vwa7,2,0,3,1,3,4,2
Sapcd1,0,0,1,1,0,0,0
Gm52318,0,0,1,0,0,1,0
Msh5,8,6,8,4,5,14,9
Gm23421,0,0,0,0,0,0,0
Clic1,1744,1458,1878,2388,1416,4459,2671
Ddah2,1077,650,1395,618,481,1165,781
Mpig6b,0,1,2,0,0,0,1
G6bos,0,1,0,0,0,1,0
Ly6g6c,15,8,13,7,2,10,3
Ly6g6d,0,0,1,1,3,0,0
Ly6g6e,0,0,0,0,0,0,0
Ly6g6f,0,0,0,0,0,0,0
Abhd16a,573,387,695,359,322,656,414
Ly6g5c,0,0,1,0,0,1,0
Ly6g5b,6,3,9,2,1,3,6
Csnk2b,2,5,0,3,4,5,2
Gpank1,59,27,53,51,35,63,48
Gm20522,0,0,0,0,0,0,0
D17H6S53E,29,44,40,28,39,24,50
Apom,0,2,3,3,1,4,1
Bag6,705,578,723,638,525,1260,803
Prrc2a,1481,1568,1424,1458,1059,1728,1856
Gm23442,0,0,0,0,0,0,0
Aif1,2,3,2,2,1,7,11
Lst1,61,49,98,40,51,139,56
Ltb,2,2,5,0,0,2,1
Mir6973a,0,0,0,0,0,0,0
Tnf,9,4,12,5,0,8,3
Lta,1,2,0,0,0,0,0
Mir6974,0,0,0,0,0,0,0
Nfkbil1,53,33,60,61,30,69,44
Atp6v1g2,6,4,5,10,6,16,3
Ddx39b,912,535,848,779,600,1143,941
Gm22589,0,2,0,0,1,0,0
Mir6975,0,0,0,0,0,0,0
Gm25128,0,0,0,0,0,0,0
Mir8094,0,0,0,0,0,0,0
H2-D1,12294,5051,9751,3253,3336,12579,4047
H2-Q1,0,0,0,0,0,0,0
H2-Q2,0,1,0,2,1,2,2
Gm52319,0,0,0,0,0,0,0
H2-Q4,109,40,74,29,36,70,23
Gm41576,0,0,0,0,0,0,0
H2-Q5,18,9,7,2,2,21,9
Gm32252,0,0,0,0,0,0,0
H2-Q6,1,0,0,0,0,2,0
H2-Q7,4,1,4,0,1,10,2
Gm54000,0,0,0,0,0,0,0
H2-Q8,2,1,0,0,2,3,0
H2-Q9,4,0,1,0,1,26,0
Gm53263,5,3,3,2,1,7,3
H2-Q10,9,8,11,12,10,34,16
Gm32362,0,0,0,0,0,0,0
Pou5f1,0,0,0,0,0,0,0
Tcf19,83,84,91,85,38,140,102
Cchcr1,97,144,148,120,89,148,135
Psors1c2,10,8,12,9,3,11,21
Cdsn,1,2,2,2,5,13,7
2300002M23Rik,0,0,1,0,0,1,0
Gm41577,3,1,3,4,4,4,2
Muc21,0,0,0,0,1,0,0
Mucl3,7,1,7,36,2,0,5
Sfta2,0,0,0,0,0,0,0
Vars2,71,74,74,79,61,101,98
Gtf2h4,114,75,113,91,48,126,105
Ddr1,467,249,254,315,290,598,464
Gm23864,0,0,0,0,0,0,0
Gm4577,0,0,0,0,0,0,0
Gm20443,1,0,0,0,0,0,0
4833427F10Rik,1,4,6,2,3,6,6
Gm32409,3,5,0,3,2,10,5
Ier3,10195,8669,9237,10377,6096,27006,10840
Flot1,940,627,1079,601,335,1159,653
Tubb5,2646,2791,3689,3602,1958,5179,4309
Mdc1,67,74,56,50,56,63,65
Nrm,40,50,51,63,32,68,55
Ppp1r18,494,438,566,404,292,762,473
Dhx16,112,52,113,89,65,102,111
2310061I04Rik,139,103,126,131,53,175,158
Atat1,130,111,167,123,91,203,137
Gm16279,0,0,0,0,0,0,0
Mrps18b,2,1,2,0,0,1,2
Ppp1r10,301,226,354,133,133,352,130
Mir1894,0,0,0,0,0,0,0
Gm8801,23,9,21,3,1,9,4
Abcf1,436,486,418,492,433,536,427
Mir877,0,0,0,0,0,0,0
Gm32655,7,4,8,6,1,15,1
Prr3,83,49,74,54,31,93,47
Gnl1,539,477,559,474,348,873,662
A930015D03Rik,0,0,0,0,0,0,0
H2-T24,63,28,33,39,36,77,56
H2-T23,1173,344,937,464,600,1017,558
H2-T22,666,320,505,377,262,736,383
Gm6034,0,0,0,0,0,0,0
Gm54001,0,0,0,0,0,0,0
H2-T27,0,0,0,0,0,1,0
Gm8810,0,0,0,0,0,0,0
H2-Bl,0,0,0,2,0,0,0
Gm54002,0,0,0,0,0,0,0
BC023719,0,0,0,0,0,0,0
H2-T10,36,19,36,25,25,41,39
H2-T25,0,0,0,0,0,0,0
Gm10499,9,9,15,2,11,18,13
H2-T26,1,0,1,0,1,4,2
2410017I17Rik,3,0,1,0,0,0,0
Gm6623,0,0,0,1,0,0,0
H2-T3,0,0,0,0,1,0,0
Gm57483,0,0,0,0,0,0,0
Gm4252,0,0,0,0,0,0,0
Rpp21,193,136,262,254,117,296,152
Trim39,71,48,86,49,46,106,82
H2-M10.2,0,0,0,0,0,0,0
Gm33257,11,6,5,6,4,15,13
H2-M10.1,0,0,0,0,0,0,0
H2-M10.3,0,0,0,0,0,0,0
H2-M10.5-ps1,0,0,0,0,0,0,0
H2-M10.4,0,0,0,0,0,0,0
H2-M11,0,0,0,0,0,0,1
Gm8868,0,0,0,0,0,0,0
H2-M9,0,0,0,0,0,0,0
H2-M1,0,0,0,0,0,0,0
Gm8877,0,0,0,0,0,0,0
Gm4271,0,0,0,0,0,0,0
H2-M10.5,0,0,0,0,0,0,0
H2-M10.6,0,0,0,0,0,0,0
Trim26,125,74,160,134,84,219,145
Gm25973,0,0,0,0,0,0,0
Trim15,5,2,4,1,1,4,1
Trim10,1,2,1,0,0,0,1
Trim40,0,0,0,1,0,0,0
Trim31,0,2,0,1,0,0,0
1700031A10Rik,0,0,0,0,1,0,0
Rnf39,1,1,0,1,0,0,2
Gm33595,0,2,0,2,1,1,3
Ppp1r11,324,382,376,460,187,840,550
Polr1h,174,150,258,137,89,324,194
Polr1has,29,16,20,13,7,25,10
2410137M14Rik,0,0,1,0,0,1,0
H2-M5,8,4,6,8,11,17,13
Zfp57,9,9,10,14,8,20,17
Mog,0,0,0,0,0,0,0
Gabbr1,79,53,81,115,81,109,103
Or2h2,0,0,0,0,0,0,0
Gm41579,5,9,12,0,2,8,3
Or2h1,0,0,0,0,0,0,0
Or2h2c,0,0,0,0,0,0,0
Gm19807,0,0,0,0,0,1,0
Or2h1b,0,0,0,0,0,0,0
Ubd,3,0,4,1,1,2,0
Or2i1,0,0,0,0,0,0,0
Or10c1,0,0,0,0,0,0,0
Or11a4,0,0,0,0,0,0,0
Or1o2,0,0,0,0,0,0,0
Or1o3,0,0,0,0,0,0,0
Gm25104,0,0,0,0,0,0,0
H2-M3,167,75,176,69,49,190,94
Or1o4,0,0,1,0,0,1,0
Or12d12,0,0,0,0,0,0,0
Gm57644,0,0,0,0,0,0,0
Or12d2,0,0,0,0,0,0,0
Or12d13,0,0,0,0,0,0,0
Or1o1,0,0,0,0,0,0,0
Or1o11,0,0,0,0,0,0,0
Or12d17,0,0,0,0,0,0,0
H2-M2,2,4,3,3,6,6,0
Or5v1,0,0,0,0,0,0,0
Or5v1b,0,0,0,0,0,0,1
Gm54003,0,0,0,0,0,0,0
Or14j9,0,0,0,0,0,0,0
Or14j2,0,0,0,0,0,0,0
Or14j3,0,0,0,0,0,0,0
Or14j4,0,0,0,0,0,0,0
Or14j10,0,0,0,0,0,0,0
Or2g25,0,0,0,0,0,0,0
Or10al2,0,0,0,0,0,0,0
Or10al3,0,0,0,0,0,0,0
Or10al4,0,0,0,0,0,0,0
Or10al5,0,0,0,0,0,0,0
Or10al6,0,0,0,0,0,0,0
Or2g1,0,0,0,0,0,0,0
Or2b4,0,0,0,0,0,0,0
Or14j1,0,0,0,0,0,0,0
Or14j5,0,0,0,0,0,0,0
Or14j6,0,0,0,0,0,0,0
Or14j7,0,0,0,0,0,0,0
Or14j8,0,0,0,0,0,0,0
Gm54004,0,0,0,0,0,0,0
LOC118568338,0,0,0,0,0,0,0
Or10al7,0,0,0,0,0,0,0
Or2g7,0,0,0,0,0,0,0
Or2y3,0,0,0,0,0,0,0
Or2h15,0,0,0,0,0,0,0
Or2n1b,0,0,0,0,0,0,0
Or2n1,0,0,0,0,0,0,0
Or2n1c,0,0,0,0,0,0,0
Or2n1e,0,0,0,0,0,0,0
Or2j3,0,0,0,0,0,0,0
Or2n1d,0,0,0,0,0,0,0
Esp36,0,0,0,0,0,0,0
Gm6726,0,0,0,0,0,0,0
Gm54005,0,0,0,0,0,0,0
Esp34,0,0,0,0,0,0,0
Esp31,0,0,0,0,0,0,0
Esp24,0,0,0,0,0,0,0
Esp23,0,0,0,0,0,0,0
Esp18,0,0,0,0,0,0,0
Esp16,0,0,0,0,0,0,0
Esp15,0,0,0,0,0,0,0
Gm26917,16347,43769,27586,19185,9943,10417,9227
AY036118,0,0,0,0,0,0,0
Esp38,0,0,0,0,0,0,0
Pgk2,0,0,0,0,0,0,0
Crisp3,0,0,0,0,0,0,0
Crisp1,0,0,0,0,0,0,0
Esp8,0,0,0,0,0,0,0
Gm29748,0,0,0,0,0,0,0
Gm46573,0,0,0,0,0,0,0
Gm44501,0,0,0,0,0,0,0
Esp6,0,0,0,0,0,0,0
Esp5,0,0,0,0,0,0,0
Esp4,0,0,0,0,0,0,0
Esp3,0,0,0,0,0,0,0
Esp1,0,0,0,0,0,0,0
Crisp2,0,0,0,0,0,3,0
Rhag,0,0,0,0,0,0,1
9130008F23Rik,22,9,13,17,12,28,14
Glyatl3,0,0,0,0,0,0,0
Cenpq,13,13,14,20,10,20,14
Mmut,137,72,143,67,50,146,87
Gm54006,0,0,0,0,0,0,0
Ptchd4,0,0,0,0,2,0,1
Opn5,0,0,0,0,0,0,0
Adgrf4,4,1,2,18,11,27,20
Adgrf2,0,0,0,0,0,0,0
Cd2ap,199,115,140,288,207,390,321
Tnfrsf21,57,55,77,32,14,70,38
Gm34627,0,0,1,0,0,0,0
E130008D07Rik,0,0,0,0,0,0,0
Gm54007,0,0,0,0,0,0,0
Adgrf1,0,0,0,1,1,0,0
Adgrf5,47,9,14,15,25,26,18
Gm25135,0,0,0,0,0,0,0
Mep1a,0,0,0,1,1,0,4
Ankrd66,0,0,2,2,1,1,3
Pla2g7,5,15,13,88,10,26,61
1700071M16Rik,0,0,0,0,0,0,0
Tdrd6,1,1,1,0,0,0,0
Slc25a27,12,7,15,8,15,9,6
Cyp39a1,23,16,19,35,19,43,31
Gm25783,0,0,0,0,0,0,0
Gm41581,0,0,0,0,0,0,0
Gm34773,0,0,0,0,0,0,0
Rcan2,93,15,87,18,18,39,25
Gm34857,0,1,2,0,0,1,0
Enpp5,240,63,163,43,56,184,51
Enpp4,111,26,54,67,48,149,72
Gm34917,1,0,2,0,0,0,1
Clic5,11,0,4,3,5,7,21
Runx2,63,103,109,246,89,207,236
Runx2os3,0,0,0,0,0,0,0
Supt3,98,85,116,101,65,138,119
4930564C03Rik,0,0,0,0,0,0,0
Gm52304,0,0,0,0,0,0,0
Gm35097,0,1,0,0,0,0,0
Gm54008,0,0,0,0,0,0,0
Gm41582,1,0,0,0,1,0,1
Gm35204,0,1,0,2,0,0,0
Cdc5l,148,112,208,162,98,191,155
B230354K17Rik,73,39,70,49,48,86,54
Spats1,3,3,5,5,3,6,6
Aars2,61,38,52,47,27,53,47
Tcte1,0,0,0,0,0,0,0
Tmem151b,2,0,1,0,0,1,0
Nfkbie,216,143,216,93,130,291,167
Slc35b2,570,380,640,411,296,834,551
Hsp90ab1,6821,7047,6988,7515,4782,9649,7314
Gm35399,5,1,1,1,0,1,0
Slc29a1,485,254,547,154,101,275,232
Mymx,0,0,0,0,0,0,0
Gm52283,2,0,0,0,0,0,0
Gm25008,0,1,0,0,0,0,0
Capn11,0,0,0,0,0,0,0
Tmem63b,262,216,271,182,154,273,204
Mrpl14,434,360,530,397,334,782,509
Gm35456,2,1,1,5,6,6,4
BE949265,0,0,0,0,0,0,0
1600014C23Rik,0,1,0,10,5,13,4
F630040K05Rik,0,3,0,1,0,3,1
Gm35692,0,3,1,1,1,6,0
4930542M03Rik,0,0,1,0,0,0,0
Gm41584,0,0,0,0,0,0,0
Gm41585,0,0,0,0,1,0,0
Gm36122,0,1,0,0,0,0,0
Vegfa,1013,931,1000,1448,1180,3339,1836
Mrps18a,359,285,408,305,161,528,402
Rsph9,53,32,66,35,31,87,44
Mad2l1bp,86,64,100,57,45,106,86
Gtpbp2,153,108,191,147,139,244,175
Polh,17,8,21,21,10,24,22
Xpo5,209,120,145,125,96,248,203
Mir693,0,0,0,0,0,0,0
Gm22474,0,0,0,0,0,0,0
Polr1c,275,218,346,311,165,430,394
Yipf3,1076,677,1131,791,587,1290,932
Lrrc73,29,59,54,24,28,59,47
Tjap1,151,149,201,151,140,238,177
Dlk2,0,0,0,2,0,2,4
Gm41588,0,0,0,1,0,1,0
Abcc10,40,22,37,17,27,39,25
BC040756,0,0,0,0,0,0,0
Zfp318,62,52,65,49,39,76,52
Crip3,1,0,5,0,0,5,2
Slc22a7,0,0,0,0,0,0,0
Gm36541,0,0,0,0,0,0,0
Ttbk1,4,16,9,0,1,6,1
Dnph1,18,15,17,42,15,52,52
Cul9,133,62,125,28,40,67,53
Srf,386,353,425,302,165,554,390
Mir6976,0,0,0,0,0,0,0
Ptk7,435,421,419,357,211,653,469
Klc4,142,81,121,108,88,163,106
Mrpl2,270,192,289,271,151,349,313
Cul7,420,426,468,424,295,681,555
Rrp36,134,112,160,102,75,202,123
Klhdc3,474,605,587,697,452,1106,958
Mea1,105,64,185,80,73,166,60
Ppp2r5d,53,46,54,51,40,85,48
Pex6,167,188,177,136,104,274,219
Gnmt,5,4,3,3,2,6,6
Cnpy3,615,481,619,404,160,682,494
Ptcra,1,2,7,0,3,0,1
2310039H08Rik,162,143,199,160,100,231,143
Rpl7l1,429,329,444,359,245,631,444
Bicral,123,89,132,68,65,123,85
Tbcc,122,51,146,82,71,151,103
Prph2,0,1,1,0,0,2,0
Ubr2,302,200,319,222,201,368,299
Gm54009,0,0,0,0,0,0,0
Gm41589,3,1,3,2,2,2,2
Trerf1,199,95,200,117,86,169,117
Gm36715,0,0,2,0,0,0,0
Mrps10,102,74,114,97,61,166,136
Guca1b,5,2,2,3,3,6,2
Guca1a,98,96,111,99,77,202,115
Cimip3,0,0,0,1,0,0,0
AI661453,152,73,66,71,49,108,84
Taf8,72,43,72,61,47,65,76
Ccnd3,43,39,28,35,22,53,40
Gm41590,0,0,1,0,2,2,1
Bysl,104,111,137,126,55,179,148
Gm20517,3,1,3,1,4,2,1
Med20,74,69,97,83,45,128,86
Usp49,0,3,2,0,0,0,0
Tomm6,691,995,795,996,480,2087,1143
Frs3,8,7,15,8,5,13,17
Tomm6os,3,1,0,0,1,0,0
Prickle4,0,0,0,1,1,1,0
Frs3os,0,0,0,0,0,0,0
Gm46579,0,0,0,0,0,0,0
Pgc,0,0,1,0,0,1,0
Tfeb,95,67,73,64,62,103,108
Mdfi,156,182,225,284,135,491,364
Gm25201,0,0,0,0,0,0,0
n-R5s28,0,0,0,0,0,0,0
Foxp4,260,228,146,249,182,463,307
Gm29938,4,1,3,0,3,4,3
Gm41591,0,0,0,0,0,0,0
1700122O11Rik,0,0,0,0,0,0,0
Gm30068,0,0,0,0,0,1,0
Gm57493,0,0,0,0,0,0,0
A730006G06Rik,0,0,0,0,0,0,0
1700067P10Rik,0,0,0,0,0,0,0
9830107B12Rik,0,0,0,0,0,0,0
A530064D06Rik,0,0,0,0,0,0,0
Trem1,0,0,0,0,0,2,0
Gm52308,0,0,0,0,0,0,0
Gm52307,0,0,0,0,0,0,0
Trem3,0,0,0,1,0,0,0
