"Gene","Chr","Start","End","Strand","Length","logFC","logCPM","F","PValue","FDR","control_1","control_2","control_3","knockdown_1","knockdown_2","knockdown_3"
"Ercc2","NC_000073.7",19115942,19129619,"+",3571,-0.14397246727936,4.34718768445592,0.670343014216277,0.430861746199359,0.738967014928018,4.40881044922345,4.53102242779767,4.28918600731575,4.1266306444246,4.40838200030115,4.27849863265946
"Ercc3","NC_000084.7",32373357,32403206,"+",2709,-0.247901253899607,6.1750395289794,3.22972243740703,0.100673172442799,0.435042068110527,6.43569250268038,6.23812931475997,6.19317260290603,6.03419130960682,6.10872279463332,5.99102123587332
"Ercc4","NC_000082.7",12927600,12969857,"+",6991,-0.209468760737423,3.39258388143461,0.920440844507112,0.358624970585225,0.689920136563955,3.19752931216874,3.62964012329699,3.59031873076807,3.29351695090213,3.3252134846271,3.23682416611747
"Ercc5","NC_000067.7",44184084,44220338,"+",6885,-0.0767756295833509,3.39254131979295,0.104831117982696,0.752373817153948,0.909418897565867,3.65354942025939,3.09980682119028,3.4906161732574,3.39253986665381,3.13816984764143,3.53177856796953
"Ercc6","NC_000080.7",32235248,32302947,"+",12451,0.405379917014376,3.0483553562366,2.29235537930588,0.159101692894227,0.506573132039857,2.92596702447778,2.55767628963025,3.05160648256656,3.48520045842633,3.25327912308857,2.7933195022932
"Ercc6l","NC_000086.8",101186426,101200697,"-",4198,0.350079585218391,4.29661788570739,2.88913329671132,0.118141813633783,0.461134243524319,4.09119453221418,4.33699774159641,3.88025005640863,4.72922450628379,4.30543537949346,4.27849863265946
"Ercc6l2","NC_000079.7",63958793,64048116,"+",10570,0.138982005488035,3.68682993516115,0.292390524722231,0.599813774177442,0.839279656435256,3.5603788840921,3.57650478091466,3.71336617944407,4.00671171178923,3.13816984764143,3.98574784785792
"Ercc8","NC_000079.7",108295246,108337738,"+",3154,-0.0239279266660142,3.14945707032927,0.00911707730879979,0.925703149060827,0.976001936368679,2.82276105642206,3.46397619907908,3.09751622448616,2.99047064749205,3.28969459822072,3.12338929597895
"Erdr1x","NC_000086.8;NC_000087.8",168793522,90827734,"+",1439,-0.448320058247937,8.72068304045038,4.64888928444419,0.0548424202483446,0.350556333862814,9.10908720731419,8.51819479262033,9.08160165552538,8.0872915871273,8.80668421141585,8.45482166119354
"Ereg","NC_000071.7",91222476,91241508,"+",4136,0.232655377921867,4.42932178756006,0.226512092830635,0.643729937797165,0.859143037946856,3.46077334248254,3.46397619907908,5.23960674231352,4.45152805280791,3.72153725497781,5.16197662908052
"Erf","NC_000073.7",24941985,24950522,"-",3646,-0.407259349557831,5.32303783823687,4.19646943240825,0.0659569261670811,0.378337216275676,5.41796186176458,5.47180803174384,5.63161397819402,5.44980396348918,4.69300349422972,5.07312143690008
"Erg28","NC_000078.7",85862221,85871328,"-",1958,-0.0917623903222959,7.50610573673888,0.435349999957906,0.523379304305736,0.800858052789615,7.69698186079234,7.51494064661664,7.42931166712618,7.57160501913993,7.50671763226771,7.28131944940126
"Ergic1","NC_000083.7",26779736,26875908,"+",6090,0.0264174758614163,7.01801856492684,0.0269341295602551,0.872710890685046,0.956905231503292,6.99125382693117,7.07216544536627,6.94606184233313,6.66901717775422,7.1707608531267,7.19972222927438
"Ergic2","NC_000072.7",148080816,148113872,"-",6028,-0.286397772272313,4.79777760702998,2.52391281618802,0.141336457774189,0.492050280068007,5.02334512651973,5.05266351609743,4.68466872926974,4.52612176429194,4.84756053494529,4.54396138573352
"Ergic3","NC_000068.8",155849948,155860199,"+",1427,-0.336196685469778,5.64181554932289,1.7211970351715,0.217097457644102,0.563763864884756,5.72749729936393,5.98133345126561,5.65483042644061,4.67779757387064,5.79076355461095,5.70590888908516
"Erh","NC_000078.7",80680799,80690616,"-",1043,0.031371366264544,8.7064626382312,0.0691028326895305,0.797660260751162,0.928118714612333,8.68602441242195,8.65503300629613,8.7300903405825,8.71623907865098,8.67177924800892,8.77661796247306
"Eri1","NC_000074.7",35932419,35962687,"-",5587,0.0695329607103926,5.63864941315143,0.133670422634637,0.721809818740423,0.895819701709003,5.28837686774252,5.4571841786334,5.97687022070467,5.64319130216732,5.60094670316548,5.7732695041296
"Eri3","NC_000070.7",117407416,117531480,"+",2609,-0.151053880451969,4.35063776083769,0.81871838255187,0.385556005503665,0.710777653760416,4.40881044922345,4.51698951882692,4.32821851853264,4.3066949743307,4.21365298442574,4.30475421684704
"Erich1","NC_000074.7",14075051,14140393,"-",3172,0.0936600128621932,4.89434200154666,0.274692576591261,0.610928701768539,0.844854435951464,4.9394923074343,5.01321858882344,4.54253652981736,4.8733436542051,5.07322997341212,4.85948445768692
"Erlec1","NC_000077.7",30812794,30904385,"-",15981,0.47687431907166,5.14502986819059,5.46270517185946,0.0400608041931229,0.31239131598683,4.62362442518761,4.72661667973802,5.24980775439192,5.44211879690986,5.10423025796434,5.51670708705366
"Erlin1","NC_000085.7",44023382,44058580,"-",3788,0.473450035798522,4.57348991398354,6.23319448293325,0.0303076243293063,0.283561342572058,4.13493611920612,4.62560717277997,4.14360291154711,4.72922450628379,4.88374446260953,4.74909015047519
"Erlin2","NC_000074.7",27513399,27529465,"+",4971,0.0574587604584223,5.55418837038327,0.106424633007458,0.750568708970924,0.908945592515248,5.57705652416255,5.72473269793427,5.22933308693952,5.74039010646008,5.60817393460922,5.36276791271975
"Ermard","NC_000083.7",15261825,15310307,"+",15183,-0.179451477298141,3.50345014824035,0.51016291698006,0.490420301220503,0.779492937787877,3.15567214075682,3.70584472554122,3.79921981219419,3.14993628827931,3.39373082213398,3.69948066809513
"Ermardl1","NC_000083.7",15230102,15242536,"+",4800,-0.126573923645647,3.54334583320231,0.208678022844793,0.656977485374772,0.864928646735902,3.76909717112508,3.73037727862703,3.22708099968714,2.90360065398042,3.77389067211743,3.65934707737434
"Ermardl2","NC_000083.7",15199078,15211168,"+",4522,-0.115048910421765,3.31242991072935,0.171866570010195,0.686682389282181,0.880868041550805,3.23820623619466,3.57650478091466,3.22708099968714,2.66035293953188,3.52171392314169,3.48661959579657
"Ermp1","NC_000085.7",29587276,29625815,"-",5399,0.753022810785622,5.0352656611147,10.3257047920029,0.00858003644055829,0.191842610699503,3.95140091689552,4.76274350501593,4.95787586157542,5.45744840838515,5.23136210771748,5.3875465298852
"Ern1","NC_000077.7",106285474,106378701,"-",7027,0.0113684098036058,2.929964940888,0.0016429945510311,0.968417181270783,0.99093981837797,3.15567214075682,2.89803431912138,2.68138247525735,2.55027546406708,3.28969459822072,2.86565150151664
"Ern2","NC_000073.7",121769116,121785454,"-",3118,-0.884822183318751,3.00101834240753,12.459369190385,0.00494999883572726,0.15482953771159,3.52793517602082,3.34192231615362,3.14200996163758,2.36760517264533,2.4307167545531,2.7933195022932
"Ero1a","NC_000080.7",45520544,45556029,"-",4418,0.190955553713154,4.99994207194328,1.17692716134198,0.301915797312925,0.646489168243747,4.88929323881994,5.05266351609743,4.74360618451335,4.82688540923949,5.2219707356174,5.20443286077737
"Ero1b","NC_000079.7",12580701,12624422,"+",4804,-0.262514382184048,2.37816621162222,0.692167569252967,0.423694474205924,0.733898298926636,2.82276105642206,2.11138918604878,2.48811059456933,2.30118652876018,2.4307167545531,1.89702919456543
"Erp29","NC_000071.7",121582816,121590537,"-",1243,0.294299968793207,6.27270672700501,2.55418383944204,0.1392047223402,0.489232457855581,6.19346723280778,6.39597638861979,5.6701030622241,6.47553710150199,6.31271222292548,6.44504152893702
"Erp44","NC_000070.7",48190711,48279635,"-",5313,0.263540532190963,5.96834855174075,3.09114800375217,0.107361108161761,0.443277791529168,5.83085210326099,5.97107638742419,5.67767917531401,6.25203059678842,5.98092937804657,6.03088831873151
"Errfi1","NC_000070.7",150938253,150953346,"+",3358,0.261021652361235,5.99786858100621,0.245297762500215,0.630459322072866,0.854314080843317,4.59258735370765,5.24371628325062,6.81822707353567,6.39820894061933,4.89560687224091,6.58015571923517
"Esco1","NC_000084.7",10566507,10610863,"-",6129,0.680415504992177,2.47964309626212,5.26330391526195,0.0431969917329681,0.318912561608085,1.76655579207879,2.3830055180795,2.18207540977542,2.85812197101676,2.49450750174586,2.93452949507855
"Esco2","NC_000080.7",66056476,66071418,"-",2899,0.434885704033087,3.68849890989415,3.9508971293088,0.0731521600949137,0.390808119858687,3.23820623619466,3.30972428384785,3.79921981219419,3.82953962911494,3.9661509242411,3.84970297115924
"Esd","NC_000080.7",74969591,74987298,"+",2267,0.270289104631184,9.70172549511199,4.13758171997207,0.067598595814713,0.380537179909033,9.65914046001495,9.64324807947896,9.35932317727696,9.74844500516374,9.89976820193261,9.83945309842316
"Esf1","NC_000068.8",139961800,140012478,"-",3524,0.0812573571963097,5.82220355363375,0.366565744843247,0.557556086571106,0.818406281413859,5.81749183455456,5.80199315253587,5.72231891006752,5.82555646587513,5.87106446310606,5.89058999425789
"Espl1","NC_000081.7",102204688,102232792,"+",6980,-0.601508903697212,5.15860152945281,9.9211197562756,0.00959183002167148,0.196383177336677,5.70590715395668,5.35044352911917,5.16610567304074,5.01476419219495,4.83529470492732,4.58738687302213
"Esrp2","NC_000074.7",106856658,106863825,"-",4077,-0.578834243164955,3.78511888110357,5.45214909110934,0.0402213390797321,0.31239131598683,3.8760728295363,3.99621125683959,4.20780246777612,2.94768939735261,3.79937175977536,3.57556678110855
"Esrra","NC_000085.7",6888345,6899182,"-",2345,0.0627155844066245,4.59583004343825,0.069485306594815,0.797115273383623,0.927929365808797,4.60818935140623,4.53102242779767,4.5590383736341,4.16448637276372,5.10423025796434,4.42930987391964
"Ess2","NC_000082.7",17718573,17729225,"-",4090,-0.505666403307765,4.5936953539449,4.98632482276052,0.0480210107687854,0.331726477921068,4.86352312721355,4.83239144569612,4.74360618451335,3.75705758265082,4.44112737574097,4.67050287405666
"Esyt1","NC_000076.7",128346117,128361728,"-",3687,-0.660608137336457,5.31385298833563,14.5009339081747,0.00307062795306431,0.130394573076638,5.60842589337978,5.54969230429286,5.63939438028319,4.69082718691206,4.88374446260953,5.24567530745296
"Esyt2","NC_000078.7",116242903,116354555,"+",10957,-0.226299409086389,5.07681971957871,0.478838893010742,0.503747094731463,0.787525411645682,5.12445526133377,4.27163882307646,5.78679090370856,5.06566713695356,4.56514691204827,5.19041915071836
"Etaa1","NC_000077.7",17888753,17903875,"-",4188,-0.160403482393629,3.80785246794782,0.318789607812737,0.584025945447799,0.830185407349318,3.52793517602082,3.49294183855429,4.43935359287909,3.92084369475952,3.52171392314169,3.69948066809513
"Etf1","NC_000084.7",35035838,35065060,"-",3836,-0.262706540224802,7.27028142923102,2.8039584312739,0.123090980831614,0.465993360743319,7.22677348551878,7.27130125152663,7.64948175219743,7.24933571263982,6.94393587696644,7.18919027124685
"Etfa","NC_000075.7",55361720,55419527,"-",9685,0.517806157448534,6.79170376527098,6.03526255719234,0.0325079409993351,0.290396079425706,6.30776266847034,6.52778461741801,6.67795402044214,7.47699501684532,6.76150393589779,6.69875086930063
"Etfb","NC_000073.7",43093496,43107224,"+",904,0.217229344859637,5.34665263261953,1.68385398169968,0.221799232055478,0.569459474044229,4.9880032563651,5.24371628325062,5.44000193609039,5.50248349685049,5.30437021744398,5.53899720322174
"Etfbkmt","NC_000072.7",149042980,149052669,"+",4437,-0.0963225981483162,2.46957396362526,0.110913533816431,0.745570705529009,0.906399539478009,2.76825054209731,2.31974367503865,2.41747046930884,2.49191803128121,2.14294457347419,2.63677331011049
"Etfdh","NC_000069.7",79511095,79536074,"-",2281,0.380703010292936,4.80181046834617,1.55873151029156,0.238584167046823,0.589542242028761,4.02299026992213,4.63862694142874,4.99473545485395,5.48762745616162,4.39172631565682,4.82361681731794
"Etfrf1","NC_000072.7",145156860,145162268,"+",2908,0.657501677898593,3.28644010943136,7.08885030847037,0.0226387519595743,0.260166028797729,2.52693445426876,3.2767912210546,2.90440142713285,3.5438247928744,3.52171392314169,3.65934707737434
"Ethe1","NC_000073.7",24286968,24308350,"+",1815,0.618060668526809,6.25938669377505,3.74492784996362,0.0799387004317825,0.402185488226983,6.19346723280778,6.27611840667763,4.93276899626685,6.00840289095129,6.5859444639275,6.89297314214102
"Etl4","NC_000068.8",19915018,20815335,"+",16658,0.105958253530639,5.09514133220648,0.367752658587987,0.556929591998004,0.818406281413859,4.7970090181806,5.09105861396441,5.20856365557051,5.32164033386016,4.97602002816362,5.11823299576437
"Etnk1","NC_000072.7",143112592,143154272,"+",11337,0.20727372739834,6.73936782455457,1.83385202505423,0.203691597525855,0.551467832108503,6.64303531955193,6.4743201110618,6.76942705734475,7.03361592561682,6.83418805658768,6.61204569612304
"Etohd2","NC_000079.7",59917780,59921494,"+",3135,0.160421917925297,2.29403544353303,0.229216452103445,0.641786028850665,0.857907239151768,2.38923070284366,2.1842357064517,2.09422497246909,2.55027546406708,2.61420386244963,1.59053768549306
"Ets1","NC_000075.7",32547501,32669116,"+",5403,-0.283210432676931,4.58060526431281,2.40061278219179,0.150457079925111,0.49921495083571,4.86352312721355,4.72661667973802,4.52584374841379,4.3066949743307,4.65163097932544,4.30475421684704
"Ets2","NC_000082.7",95503274,95522093,"+",3556,0.0479992512262427,6.78403409102451,0.0580293996623702,0.814209774271387,0.934767084451149,7.15423096549379,6.56917396479113,6.45803195173182,7.04126645319014,6.61134341956762,6.73299176341591
"Etv3","NC_000069.7",87432891,87447463,"+",6193,-0.0739495852659934,4.64766057004181,0.0916314945761001,0.767940119897376,0.917038178904233,4.95177382404497,4.89883132240842,4.00594017193134,4.43613506680641,4.71994039605058,4.67050287405666
"Etv4","NC_000077.7",101660573,101677963,"-",4515,-0.301155006601879,5.36291023272926,2.62993939678421,0.134049516085456,0.482454036160451,5.52046332689368,5.64309944458514,5.31926389841065,4.83864097796844,5.32205922454137,5.41190674468064
"Etv5","NC_000082.7",22200063,22258320,"-",4919,-0.181656525609096,4.22456780808432,0.846317275458119,0.377951915617306,0.705814243045442,4.27836242335427,4.54492015431582,4.05330238467337,4.04780223738321,4.30543537949346,4.01784498138544
"Etv6","NC_000072.7",134012663,134247121,"+",5860,-0.0536582327201977,4.91763688213259,0.113994469438675,0.742198535569275,0.904797135096393,4.9394923074343,4.89883132240842,4.99473545485395,4.82688540923949,5.05218675054176,4.76808584172875
"Eva1b","NC_000070.7",126039502,126043668,"+",2929,0.0490322566289069,3.58201474528152,0.0417997176236567,0.841854796084869,0.945558793283005,3.62315626135609,3.77822527027328,3.18517243516913,3.32728543452318,3.63926284439274,3.84970297115924
"Eva1c","NC_000082.7",90623607,90701997,"+",3735,0.00101597432866387,5.27542521245205,3.48303470300486e-05,0.99540016371077,0.999139184023381,5.20874294676488,5.42748411247539,5.16610567304074,5.01476419219495,5.32205922454137,5.47106629662841
"Evi5","NC_000071.7",107892661,108022973,"-",19110,0.546885279758901,5.8096686325645,8.76598412479196,0.0133755011534913,0.21550292740831,5.09153300505112,5.56341218639557,5.8007349956069,6.13296849991616,5.96975082764397,6.06200730043828
"Evi5l","NC_000074.7",4216523,4258046,"+",5738,0.209556734858563,2.38282584349286,0.450812654041815,0.516250253617538,0.796400701018551,2.5911518385325,1.95363631554836,2.26488201239723,2.15840608504692,2.55559668513252,2.71716870995527
"Evpl","NC_000077.7",116111385,116128983,"-",6722,-1.25401651757534,1.9325091023062,7.77464560381164,0.0181996760878892,0.249072065863603,2.15437669260835,2.31974367503865,2.5554527502089,0.933517335889103,0.576924504074605,2.1496800123419
"Ewsr1","NC_000077.7",5019687,5049099,"-",4855,-0.13893564456209,6.96525099867156,0.464443838035862,0.510093334011938,0.791849417647775,6.62780762030786,7.17404907403942,7.22214505063887,7.0937134281185,6.47962601445937,7.03697169529211
"Exd2","NC_000078.7",80509869,80544909,"+",3450,0.0894096300647809,3.92180181771901,0.177845667762608,0.681613238213489,0.878249398784781,3.5603788840921,4.18554265395136,3.79921981219419,3.92084369475952,3.9661509242411,4.01784498138544
"Exo1","NC_000067.7",175708334,175736303,"+",5875,-0.268089480417169,5.05804358758394,2.18709813961223,0.168112553163615,0.518798510962992,5.27865971785117,5.00318651194554,5.25993714326321,5.19017644927003,4.71994039605058,4.78683466724204
"Exo5","NC_000070.7",120778399,120782202,"-",1990,0.0153079459518823,3.74966006612479,0.00362604780109871,0.953097604104337,0.986876226308205,3.31627310827046,3.84714728146767,3.98166293942722,4.0877547688899,3.42680663253347,3.65934707737434
"Exoc1","NC_000071.7",76677147,76718134,"+",6736,0.0728929351725517,4.32949333321187,0.129929653883242,0.72554811212183,0.897192071350988,4.33571876642619,4.03611752528769,4.49186733266641,4.52612176429194,4.44112737574097,4.04924353062138
"Exoc2","NC_000079.7",30968421,31162082,"-",10921,0.0324269118818041,4.14842528649249,0.0287603020857253,0.868510260730477,0.955374767009778,4.29773567686957,3.84714728146767,4.22858278173996,4.18304814308887,4.21365298442574,4.07997325789423
"Exoc3","NC_000079.7",74317921,74356848,"-",6766,0.0468811870542587,4.82138003939686,0.077329654767795,0.78627071010189,0.925635771630034,4.837284312612,4.96234570174837,4.5590383736341,4.8733436542051,4.78516115797707,4.87708933026231
"Exoc3l4","NC_000078.7",111383864,111398114,"+",5367,-0.350828225594083,4.92740483142295,3.2475538665624,0.0998517770560839,0.4344044244039,4.97602758459424,5.29395774199379,4.95787586157542,4.38894545017892,4.85972295910533,4.9454360931536
"Exoc4","NC_000072.7",33226025,33950914,"+",6213,0.0481855997147674,6.18282442350721,0.102755380530806,0.754745617281902,0.910516860509716,6.36398424479085,6.0990461690423,5.98910029333014,6.24321281567187,6.2859220955336,6.07731864403183
"Exoc5","NC_000080.7",49249379,49303882,"-",12666,0.503750582891368,3.90778790602295,1.83409515441709,0.203666826706416,0.551467832108503,2.92596702447778,3.24308878302888,4.36622275364437,4.00671171178923,3.69463043161127,4.60861908429662
"Exoc6","NC_000085.7",37525181,37672499,"+",3702,0.193787289146679,5.4961245334239,1.59050157662732,0.23416441572199,0.5839678635176,5.26887667485399,5.29395774199379,5.60801780214622,5.58854371628071,5.61536514137531,5.56094816314536
"Exoc6b","NC_000072.7",84595468,85046524,"-",21319,0.202495356136842,4.43657060323988,0.818209843601703,0.385698181736685,0.710920134439287,4.56086786578394,4.07494959637726,4.32821851853264,4.18304814308887,4.47314598267567,4.89448196198956
"Exoc7","NC_000077.7",116178823,116197560,"-",3424,-0.175998711754102,4.96533559917431,0.489490914208421,0.499142292894314,0.78473617347551,5.20874294676488,5.01321858882344,4.89426994831505,4.21947024084645,4.90737253935989,5.33755626897831
"Exoc8","NC_000074.7",125617038,125624444,"-",7407,-0.267839131218336,4.37240853396998,2.3902180175431,0.151260329382276,0.499950128215909,4.372727441504,4.63862694142874,4.45707141132864,4.1266306444246,4.32311141101917,4.25175635245653
"Exog","NC_000075.7",119274026,119294584,"+",3965,-0.0984962586247948,3.83660494042294,0.187346193385292,0.673765024873871,0.873582202664868,4.11323109646361,3.89133146454953,3.59031873076807,3.45497006262275,3.98847728836592,3.88493568129438
"Exosc1","NC_000085.7",41911417,41921836,"-",1757,-0.276047524074118,6.45600611264847,2.9083066485978,0.117060182481164,0.459516789417282,6.67672111022183,6.66136743159405,6.40424854054708,6.07451730787983,6.5563587659048,6.26285493485634
"Exosc10","NC_000070.7",148642870,148666854,"+",4267,-0.475987277698539,5.48177840277763,4.1348682394755,0.0676761200729414,0.380537179909033,5.92729497335618,5.89173187700105,5.13342153632802,4.86186859501906,5.44015786208926,5.32478328020163
"Exosc2","NC_000068.8",31560727,31571364,"+",1931,-0.114215578631056,5.71551869839724,0.328626026665516,0.578365452054816,0.828182190631403,5.97621089447995,5.8135205360246,5.47520698368624,5.27048315539435,5.91834697051848,5.71572654242011
"Exosc3","NC_000070.7",45316613,45320616,"-",1064,0.152067626296222,5.62432504734694,0.683071506328645,0.426648954313612,0.735310043017137,5.77665224291884,5.57700282198069,5.23960674231352,5.93911252024287,5.57167019228554,5.53899720322174
"Exosc4","NC_000081.7",76211597,76214870,"+",1789,-0.256068879110719,4.93934908964755,1.58819305270102,0.234482219422955,0.584132145239559,4.71291984828405,5.24371628325062,5.15529302547519,4.49674545837755,4.87178370634754,5.02655362911235
"Exosc5","NC_000073.7",25358578,25367457,"+",1110,-0.41268911024572,5.5824636825647,8.47749155124722,0.0145856808990464,0.222874086373713,5.66173269805361,5.86428343149281,5.77976798969364,5.38714487810009,5.37386100604404,5.32478328020163
"Exosc7","NC_000075.7",122942310,122965194,"+",7293,-0.0855283722557403,6.22000732358834,0.318428817968688,0.584234449389714,0.830185407349318,6.22922111688377,6.07530216220048,6.45803195173182,6.30383461165617,6.06211667628372,6.15152876563874
"Exosc8","NC_000069.7",54636099,54642469,"-",967,-0.422118709522173,6.21616394895034,4.01020209302226,0.0713267318166667,0.388352507883501,6.22922111688377,6.08484670964642,6.81479557442989,6.25641935893234,5.79076355461095,5.87315009384559
"Exosc9","NC_000069.7",36606755,36619876,"+",1617,0.405333617457035,2.00670748640214,1.10159424172159,0.317172193608597,0.660258132847385,1.52493092590977,1.33957609166922,2.41747046930884,2.08134159948079,2.36397439915429,2.02887820960346
"Exph5","NC_000075.7",53212814,53288815,"+",12900,1.36938291366875,1.92599179228636,15.5646268487172,0.00245305720412046,0.121079683624328,1.52493092590977,0.894841895692927,1.25901527761821,2.55027546406708,2.36397439915429,2.26114355753582
"Ext1","NC_000081.7",52931657,53209579,"-",3464,-0.434360499863205,5.22908947953927,7.51037976011204,0.019725395185992,0.253246660225762,5.39115674172738,5.41240160458025,5.47520698368624,4.82688540923949,5.19342414696558,4.9454360931536
"Ext2","NC_000068.8",93525978,93652913,"-",5175,0.0828418557067756,5.52751090592699,0.178345544046396,0.681193476835263,0.878121629863177,5.83085210326099,5.3345291362591,5.21898574623224,5.32999290856595,5.7521382763713,5.5932608001921
"Extl2","NC_000069.7",115801083,115822666,"+",3532,0.0487285116358827,4.46044835367836,0.0576855631727705,0.814749791250412,0.935053228103577,4.56086786578394,4.38414431891964,4.36622275364437,4.81503326467623,4.35782674245895,4.16842009359679
"Extl3","NC_000080.7",65289508,65387322,"-",6017,-0.0696056982478526,4.73153585783333,0.177173419351753,0.682177521422204,0.878496600243386,4.76952029939888,4.66431919841127,4.85471530018404,4.66464921137371,4.56514691204827,4.85948445768692
"Eya2","NC_000068.8",165436892,165613559,"+",2968,0.00225842511263538,5.34393190720899,0.000203061772629805,0.988893831746833,0.997437309832337,5.20874294676488,5.23516993181256,5.55963511209055,5.27913631922439,5.35679958128768,5.39977805260274
"Eya3","NC_000070.7",132366303,132452076,"+",5452,-0.13283602285724,5.20275506635838,0.496263098940232,0.496253822361379,0.782971900603581,5.28837686774252,5.23516993181256,5.27998502564407,5.48762745616162,4.85972295910533,4.96202858242096
"Ezh1","NC_000077.7",101081941,101117268,"-",6219,0.123419930669912,4.76992712937347,0.489276734030824,0.499234312625438,0.78473617347551,4.49525678449648,4.63862694142874,4.95787586157542,4.8733436542051,4.87178370634754,4.72984100568217
"Ezh2","NC_000072.7",47507208,47613843,"-",4924,-0.174255850033487,6.72529225645613,1.55428791318107,0.239210248833819,0.590134538667714,6.79049853820848,6.71459688018262,6.91755086052034,6.6153574001658,6.79038320385414,6.48002478630048
"Ezr","NC_000083.7",7005530,7050179,"-",3070,0.22948761567706,9.82285966066472,3.10289798399865,0.106772582769584,0.442836165139662,9.70157614001758,9.61963891203214,9.78507840265776,10.0267034567176,9.75791876491936,9.99971395094524
"F11r","NC_000067.7",171265129,171292161,"+",2482,0.10944133771156,6.43381588677705,0.320226333269451,0.583190755216728,0.830075292498014,6.62780762030786,6.51018234817616,5.89474297744741,6.66241784186243,6.42337656079558,6.35368179086168
"F2r","NC_000079.7",95738288,95754974,"-",3338,-0.0663696364125989,5.82399160626332,0.177298127409655,0.682072413123922,0.878496600243386,5.95196024148009,5.90256668130821,5.70017169061487,5.91710512021237,5.54931621264803,5.88189639649161
"F2rl1","NC_000079.7",95648226,95661748,"-",2768,0.113347568734336,6.40194567456921,0.495198300009332,0.496705649963812,0.783346351087308,6.41366414553058,6.28027832440439,6.33885713017287,6.73654656066501,6.20719826030735,6.37242243930437
"F3","NC_000069.7",121517186,121528701,"+",1876,0.234043565341181,7.39639559614759,2.6384354425555,0.133485803040036,0.482454036160451,7.39586455696216,7.30639958692516,7.10902478539209,7.68989377627596,7.46552970322537,7.34595994910967
"F630048H11Rik","NC_000078.7",21448604,21459362,"-",10759,0.0612880860969965,3.23311026556734,0.0721202026634167,0.793403158582927,0.927068911925717,3.27776765050793,3.30972428384785,3.0041876367345,3.42409263347983,3.28969459822072,3.00026837539876
"F8a","NC_000086.8",72271912,72274401,"+",2490,0.303909829900272,3.92312903886217,2.80003940596215,0.123327935755149,0.466567977946622,3.68331547694452,3.82453715939789,3.79921981219419,4.14568266988757,4.07448014027016,3.95292033579608
"Fa2h","NC_000074.7",112071770,112120453,"-",2492,0.409480283744,2.73720697061183,1.67568596758533,0.222857449656181,0.570740116510781,2.5911518385325,2.89803431912138,1.90063815606268,2.71239433567871,2.82737980900929,3.23682416611747
"Faah","NC_000070.7",115853866,115876034,"-",5154,-0.144587114332767,3.30639794546956,0.384020766453774,0.548482493149004,0.813810156411226,3.59210900733961,3.20858016015613,3.30741377857489,3.42409263347983,3.25327912308857,2.93452949507855
"Faap100","NC_000077.7",120260388,120269572,"-",3175,-0.298299656185857,4.33342366324632,2.28762833475791,0.159486326149212,0.506762895761398,4.54474270716487,4.54492015431582,4.30883426331443,4.00671171178923,4.47314598267567,3.98574784785792
"Faap20","NC_000070.7",155333168,155341144,"+",2870,-0.33049281997962,5.0188813917545,2.83692863374596,0.121144973275225,0.463268526074474,5.20874294676488,5.26905570719755,5.01879551657298,4.43613506680641,5.10423025796434,4.92865055058477
"Faap24","NC_000073.7",35091577,35096192,"-",1788,-0.303393753447586,3.03289008478157,1.17140303577924,0.303002965251202,0.646489168243747,3.39033161132656,2.85405809596432,3.22708099968714,2.55027546406708,3.25327912308857,2.71716870995527
"Fabp1","NC_000072.7",71176863,71182018,"+",512,2.29927551875439,2.00165789669138,20.7201822809643,0.000913187476526902,0.0980870783610661,0.382607551416998,-0.0525134349751261,1.55065801426382,2.99047064749205,2.14294457347419,2.7933195022932
"Fabp5","NC_000069.7",10077645,10081670,"+",953,0.673631825513959,6.06801862897111,12.6223054555452,0.00475411585422966,0.154185435552916,5.63912767001691,5.34250827656924,6.03110709120637,6.47553710150199,6.15387030434277,6.44504152893702
"Fadd","NC_000073.7",144132060,144136178,"-",2876,-0.186820495223373,4.27631422249589,0.660854030325809,0.434046053995972,0.740602486774626,4.19815809425519,4.61246883486551,4.22858278173996,3.75705758265082,4.50446938246622,4.1967371023182
"Fads1","NC_000085.7",10160245,10174238,"+",3541,-0.18662344135405,7.54339317066065,1.73804551309556,0.215019027719763,0.561427184865997,7.46175555142143,7.65287596575585,7.76955601916103,7.61155097349643,7.38787198446027,7.3236637257962
"Fads2","NC_000085.7",10040129,10078867,"-",2907,-0.268768707024587,6.39943379247593,3.40019002467872,0.0931432697846534,0.425024261488423,6.51232067925952,6.56235767487296,6.50563179608077,6.21191911675765,6.4677558136162,6.06200730043828
"Fads3","NC_000085.7",10018189,10037477,"+",4602,-0.445274812692982,6.65910939920946,11.5698840997117,0.00617882567071767,0.168815995133124,6.79391344905086,6.86896238103174,6.92393550497836,6.51636468294851,6.32153284339471,6.41522651461339
"Fads6","NC_000077.7",115169453,115188388,"-",5994,0.0553841352764512,2.40464532451236,0.0303310124241932,0.865007999308094,0.954383448179202,2.76825054209731,2.1842357064517,2.09422497246909,2.15840608504692,2.4307167545531,2.71716870995527
"Faf1","NC_000070.7",109533873,109821157,"+",4385,-0.423377784881441,5.48089063875083,2.22822906993874,0.164511632336765,0.514347884752414,5.44427801664047,5.91332072117264,5.61592615289788,4.38894545017892,5.70572825772996,5.3875465298852
